Name of Restaurants,City,Country Code,Day of Week
,,,
The Irish Times Pub,Melbourne,AU,0
,,,
The Irish Times Pub,Melbourne,AU,1
,,,
The Irish Times Pub,Melbourne,AU,2
,,,
The Irish Times Pub,Melbourne,AU,3
,,,
The Irish Times Pub,Melbourne,AU,4
,,,
The Irish Times Pub,Melbourne,AU,5
,,,
The Irish Times Pub,Melbourne,AU,6
,,,
The Journal Cafe,Melbourne,AU,0
,,,
The Journal Cafe,Melbourne,AU,1
,,,
The Journal Cafe,Melbourne,AU,2
,,,
The Journal Cafe,Melbourne,AU,3
,,,
The Journal Cafe,Melbourne,AU,4
,,,
The Journal Cafe,Melbourne,AU,5
,,,
The Journal Cafe,Melbourne,AU,6
,,,
The Kelvin Club,Melbourne,AU,1
,,,
The Kelvin Club,Melbourne,AU,2
,,,
The Kelvin Club,Melbourne,AU,2
,,,
The Kelvin Club,Melbourne,AU,3
,,,
The Kelvin Club,Melbourne,AU,3
,,,
The Kelvin Club,Melbourne,AU,4
,,,
The Kelvin Club,Melbourne,AU,4
,,,
The Kettle Black,South Melbourne,AU,0
,,,
The Kettle Black,South Melbourne,AU,1
,,,
The Kettle Black,South Melbourne,AU,2
,,,
The Kettle Black,South Melbourne,AU,3
,,,
The Kettle Black,South Melbourne,AU,4
,,,
The Kettle Black,South Melbourne,AU,5
,,,
The Kettle Black,South Melbourne,AU,6
,,,
The Klay Oven,Brisbane,AU,0
,,,
The Klay Oven,Brisbane,AU,1
,,,
The Klay Oven,Brisbane,AU,2
,,,
The Klay Oven,Brisbane,AU,3
,,,
The Klay Oven,Brisbane,AU,4
,,,
The Klay Oven,Brisbane,AU,5
,,,
The Klay Oven,Brisbane,AU,6
,,,
The Knox Made In Watson,Watson,AU,0
,,,
The Knox Made In Watson,Watson,AU,1
,,,
The Knox Made In Watson,Watson,AU,2
,,,
The Knox Made In Watson,Watson,AU,3
,,,
The Knox Made In Watson,Watson,AU,4
,,,
The Knox Made In Watson,Watson,AU,5
,,,
The Knox Made In Watson,Watson,AU,6
,,,
The Lab Bar Restaurant,Brisbane,AU,0
,,,
The Lab Bar Restaurant,Brisbane,AU,1
,,,
The Lab Bar Restaurant,Brisbane,AU,2
,,,
The Lab Bar Restaurant,Brisbane,AU,3
,,,
The Lab Bar Restaurant,Brisbane,AU,4
,,,
The Lab Bar Restaurant,Brisbane,AU,5
,,,
The Lab Bar Restaurant,Brisbane,AU,6
,,,
The Lab Cafe,Sydney,AU,0
,,,
The Lab Cafe,Sydney,AU,1
,,,
The Lab Cafe,Sydney,AU,2
,,,
The Lab Cafe,Sydney,AU,3
,,,
The Lab Cafe,Sydney,AU,4
,,,
The Ladder Cafe & Deli,Perth,AU,1
,,,
The Ladder Cafe & Deli,Perth,AU,2
,,,
The Ladder Cafe & Deli,Perth,AU,3
,,,
The Ladder Cafe & Deli,Perth,AU,4
,,,
The Ladder Cafe & Deli,Perth,AU,5
,,,
The Ladder Cafe & Deli,Perth,AU,6
,,,
10 Greek Street,London,GB,0
,,,
10 Greek Street,London,GB,1
,,,
10 Greek Street,London,GB,2
,,,
10 Greek Street,London,GB,3
,,,
10 Greek Street,London,GB,4
,,,
10 Greek Street,London,GB,5
,,,
10 Greek Street,London,GB,6
,,,
100 Hoxton,London,GB,1
,,,
100 Hoxton,London,GB,2
,,,
100 Hoxton,London,GB,3
,,,
100 Hoxton,London,GB,4
,,,
100 Hoxton,London,GB,5
,,,
100 Hoxton,London,GB,6
,,,
111 by Nico,Glasgow,GB,1
,,,
111 by Nico,Glasgow,GB,1
,,,
111 by Nico,Glasgow,GB,2
,,,
111 by Nico,Glasgow,GB,2
,,,
111 by Nico,Glasgow,GB,3
,,,
111 by Nico,Glasgow,GB,3
,,,
111 by Nico,Glasgow,GB,4
,,,
111 by Nico,Glasgow,GB,4
,,,
111 by Nico,Glasgow,GB,5
,,,
111 by Nico,Glasgow,GB,6
,,,
13th Note,Glasgow,GB,0
,,,
13th Note,Glasgow,GB,1
,,,
13th Note,Glasgow,GB,2
,,,
13th Note,Glasgow,GB,3
,,,
13th Note,Glasgow,GB,4
,,,
13th Note,Glasgow,GB,5
,,,
13th Note,Glasgow,GB,6
,,,
26 grains,London,GB,0
,,,
26 grains,London,GB,1
,,,
26 grains,London,GB,2
,,,
26 grains,London,GB,3
,,,
26 grains,London,GB,4
,,,
26 grains,London,GB,5
,,,
26 grains,London,GB,6
,,,
45 Jermyn St,London,GB,0
,,,
45 Jermyn St,London,GB,1
,,,
45 Jermyn St,London,GB,2
,,,
45 Jermyn St,London,GB,3
,,,
45 Jermyn St,London,GB,4
,,,
45 Jermyn St,London,GB,5
,,,
45 Jermyn St,London,GB,6
,,,
8 Hoxton Square,London,GB,0
,,,
8 Hoxton Square,London,GB,1
,,,
8 Hoxton Square,London,GB,2
,,,
8 Hoxton Square,London,GB,3
,,,
8 Hoxton Square,London,GB,4
,,,
8 Hoxton Square,London,GB,5
,,,
8 Hoxton Square,London,GB,6
,,,
Abeno Too,London,GB,0
,,,
Abeno Too,London,GB,1
,,,
Abeno Too,London,GB,2
,,,
Abeno Too,London,GB,3
,,,
Abeno Too,London,GB,4
,,,
Abeno Too,London,GB,5
,,,
Abeno Too,London,GB,6
,,,
Abu Zaad,London,GB,0
,,,
Abu Zaad,London,GB,1
,,,
Abu Zaad,London,GB,2
,,,
Abu Zaad,London,GB,3
,,,
Abu Zaad,London,GB,4
,,,
Abu Zaad,London,GB,5
,,,
Abu Zaad,London,GB,6
,,,
Ad Lib,Glasgow,GB,0
,,,
Ad Lib,Glasgow,GB,1
,,,
Ad Lib,Glasgow,GB,2
,,,
Ad Lib,Glasgow,GB,3
,,,
Ad Lib,Glasgow,GB,4
,,,
Ad Lib,Glasgow,GB,5
,,,
Ad Lib,Glasgow,GB,6
,,,
Addie's Thai Cafe,London,GB,0
,,,
Addie's Thai Cafe,London,GB,0
,,,
Addie's Thai Cafe,London,GB,1
,,,
Addie's Thai Cafe,London,GB,1
,,,
Addie's Thai Cafe,London,GB,2
,,,
Addie's Thai Cafe,London,GB,2
,,,
Addie's Thai Cafe,London,GB,3
,,,
Addie's Thai Cafe,London,GB,3
,,,
Addie's Thai Cafe,London,GB,4
,,,
Addie's Thai Cafe,London,GB,4
,,,
Addie's Thai Cafe,London,GB,5
,,,
Addie's Thai Cafe,London,GB,6
,,,
Admiral Codrington,London,GB,0
,,,
Admiral Codrington,London,GB,1
,,,
Admiral Codrington,London,GB,2
,,,
Admiral Codrington,London,GB,3
,,,
Admiral Codrington,London,GB,4
,,,
Admiral Codrington,London,GB,5
,,,
Admiral Codrington,London,GB,6
,,,
Akari,London,GB,1
,,,
Akari,London,GB,2
,,,
Akari,London,GB,3
,,,
Akari,London,GB,4
,,,
Akari,London,GB,5
,,,
Akari,London,GB,6
,,,
Akbar's,Glasgow,GB,0
,,,
Akbar's,Glasgow,GB,1
,,,
Akbar's,Glasgow,GB,2
,,,
Akbar's,Glasgow,GB,3
,,,
Akbar's,Glasgow,GB,4
,,,
Akbar's,Glasgow,GB,5
,,,
Akbar's,Glasgow,GB,6
,,,
Al Arez,London,GB,0
,,,
Al Arez,London,GB,1
,,,
Al Arez,London,GB,2
,,,
Al Arez,London,GB,3
,,,
Al Arez,London,GB,4
,,,
Al Arez,London,GB,5
,,,
Al Arez,London,GB,6
,,,
Al Dente,Glasgow,GB,0
,,,
Al Dente,Glasgow,GB,1
,,,
Al Dente,Glasgow,GB,2
,,,
Al Dente,Glasgow,GB,3
,,,
Al Dente,Glasgow,GB,4
,,,
Al Dente,Glasgow,GB,5
,,,
Al Dente,Glasgow,GB,6
,,,
Albertini,London,GB,0
,,,
Albertini,London,GB,1
,,,
Albertini,London,GB,2
,,,
Albertini,London,GB,3
,,,
Albertini,London,GB,4
,,,
Albertini,London,GB,5
,,,
Alchemy,London,GB,0
,,,
Alchemy,London,GB,1
,,,
Alchemy,London,GB,2
,,,
Alchemy,London,GB,3
,,,
Alchemy,London,GB,4
,,,
Alexanders,Liverpool,GB,0
,,,
Alexanders,Liverpool,GB,1
,,,
Alexanders,Liverpool,GB,2
,,,
Alexanders,Liverpool,GB,3
,,,
Alexanders,Liverpool,GB,4
,,,
Allora,London,GB,1
,,,
Allora,London,GB,1
,,,
Allora,London,GB,2
,,,
Allora,London,GB,2
,,,
Allora,London,GB,3
,,,
Allora,London,GB,3
,,,
Allora,London,GB,4
,,,
Allora,London,GB,4
,,,
Allora,London,GB,5
,,,
Allora,London,GB,5
,,,
Allora,London,GB,6
,,,
Allora,London,GB,6
,,,
Aloha,Liverpool,GB,0
,,,
Aloha,Liverpool,GB,1
,,,
Aloha,Liverpool,GB,2
,,,
Aloha,Liverpool,GB,3
,,,
Aloha,Liverpool,GB,4
,,,
Aloha,Liverpool,GB,5
,,,
Aloha,Liverpool,GB,6
,,,
Alounak,London,GB,0
,,,
Alounak,London,GB,1
,,,
Alounak,London,GB,2
,,,
Alounak,London,GB,3
,,,
Alounak,London,GB,4
,,,
Alounak,London,GB,5
,,,
Alounak,London,GB,6
,,,
Alston Bar & Beef,Glasgow,GB,0
,,,
Alston Bar & Beef,Glasgow,GB,1
,,,
Alston Bar & Beef,Glasgow,GB,2
,,,
Alston Bar & Beef,Glasgow,GB,3
,,,
Alston Bar & Beef,Glasgow,GB,4
,,,
Alston Bar & Beef,Glasgow,GB,5
,,,
Alston Bar & Beef,Glasgow,GB,6
,,,
Amaya,London,GB,0
,,,
Amaya,London,GB,1
,,,
Amaya,London,GB,3
,,,
Amaya,London,GB,4
,,,
Amaya,London,GB,5
,,,
Amaya,London,GB,6
,,,
American Pizza Slice,Liverpool,GB,0
,,,
American Pizza Slice,Liverpool,GB,1
,,,
American Pizza Slice,Liverpool,GB,2
,,,
American Pizza Slice,Liverpool,GB,3
,,,
American Pizza Slice,Liverpool,GB,4
,,,
American Pizza Slice,Liverpool,GB,5
,,,
Andina,London,GB,0
,,,
Andina,London,GB,1
,,,
Andina,London,GB,2
,,,
Andina,London,GB,3
,,,
Andina,London,GB,4
,,,
Andina,London,GB,5
,,,
Andina,London,GB,6
,,,
Andover Arms,London,GB,0
,,,
Andover Arms,London,GB,1
,,,
Andover Arms,London,GB,2
,,,
Andover Arms,London,GB,3
,,,
Andover Arms,London,GB,4
,,,
Andover Arms,London,GB,5
,,,
Andover Arms,London,GB,6
,,,
Andrew Edmunds,London,GB,0
,,,
Andrew Edmunds,London,GB,0
,,,
Andrew Edmunds,London,GB,1
,,,
Andrew Edmunds,London,GB,1
,,,
Andrew Edmunds,London,GB,2
,,,
Andrew Edmunds,London,GB,2
,,,
Andrew Edmunds,London,GB,3
,,,
Andrew Edmunds,London,GB,3
,,,
Andrew Edmunds,London,GB,4
,,,
Andrew Edmunds,London,GB,4
,,,
Andrew Edmunds,London,GB,5
,,,
Andrew Edmunds,London,GB,5
,,,
Andrew Edmunds,London,GB,6
,,,
Andrew Edmunds,London,GB,6
,,,
Angels & Gypsies,London,GB,0
,,,
Angels & Gypsies,London,GB,0
,,,
Angels & Gypsies,London,GB,1
,,,
Angels & Gypsies,London,GB,1
,,,
Angels & Gypsies,London,GB,2
,,,
Angels & Gypsies,London,GB,2
,,,
Angels & Gypsies,London,GB,3
,,,
Angels & Gypsies,London,GB,3
,,,
Angels & Gypsies,London,GB,4
,,,
Angels & Gypsies,London,GB,4
,,,
Angels & Gypsies,London,GB,5
,,,
Angels & Gypsies,London,GB,5
,,,
Angels & Gypsies,London,GB,6
,,,
Angels & Gypsies,London,GB,6
,,,
Angelus Restaurant,London,GB,0
,,,
Angelus Restaurant,London,GB,1
,,,
Angelus Restaurant,London,GB,2
,,,
Angelus Restaurant,London,GB,3
,,,
Angelus Restaurant,London,GB,4
,,,
Angelus Restaurant,London,GB,5
,,,
Angelus Restaurant,London,GB,6
,,,
Antico Restaurant,London,GB,1
,,,
Antico Restaurant,London,GB,1
,,,
Antico Restaurant,London,GB,2
,,,
Antico Restaurant,London,GB,2
,,,
Antico Restaurant,London,GB,3
,,,
Antico Restaurant,London,GB,3
,,,
Antico Restaurant,London,GB,4
,,,
Antico Restaurant,London,GB,4
,,,
Antico Restaurant,London,GB,5
,,,
Antico Restaurant,London,GB,5
,,,
Antico Restaurant,London,GB,6
,,,
Antico Restaurant,London,GB,6
,,,
Apero Restaurant and Bar,London,GB,0
,,,
Apero Restaurant and Bar,London,GB,1
,,,
Apero Restaurant and Bar,London,GB,2
,,,
Apero Restaurant and Bar,London,GB,3
,,,
Apero Restaurant and Bar,London,GB,4
,,,
Apero Restaurant and Bar,London,GB,5
,,,
Apero Restaurant and Bar,London,GB,6
,,,
Apulia,London,GB,0
,,,
Apulia,London,GB,1
,,,
Apulia,London,GB,2
,,,
Apulia,London,GB,3
,,,
Apulia,London,GB,4
,,,
Apulia,London,GB,5
,,,
Arancina,London,GB,0
,,,
Arancina,London,GB,1
,,,
Arancina,London,GB,2
,,,
Arancina,London,GB,3
,,,
Arancina,London,GB,4
,,,
Arancina,London,GB,5
,,,
Arancina,London,GB,6
,,,
Arepa & Co,London,GB,0
,,,
Arepa & Co,London,GB,1
,,,
Arepa & Co,London,GB,2
,,,
Arepa & Co,London,GB,3
,,,
Arepa & Co,London,GB,4
,,,
Arepa & Co,London,GB,5
,,,
Arepa & Co,London,GB,6
,,,
Arisaig,Glasgow,GB,0
,,,
Arisaig,Glasgow,GB,1
,,,
Arisaig,Glasgow,GB,2
,,,
Arisaig,Glasgow,GB,3
,,,
Arisaig,Glasgow,GB,4
,,,
Arisaig,Glasgow,GB,5
,,,
Asakusa,London,GB,0
,,,
Asakusa,London,GB,1
,,,
Asakusa,London,GB,2
,,,
Asakusa,London,GB,3
,,,
Asakusa,London,GB,4
,,,
Asakusa,London,GB,5
,,,
Ashoka,Glasgow,GB,0
,,,
Ashoka,Glasgow,GB,1
,,,
Ashoka,Glasgow,GB,2
,,,
Ashoka,Glasgow,GB,3
,,,
Ashoka,Glasgow,GB,4
,,,
Ashoka,Glasgow,GB,5
,,,
Ashoka,Glasgow,GB,6
,,,
Asian Gourmet,Glasgow,GB,0
,,,
Asian Gourmet,Glasgow,GB,1
,,,
Asian Gourmet,Glasgow,GB,2
,,,
Asian Gourmet,Glasgow,GB,3
,,,
Asian Gourmet,Glasgow,GB,4
,,,
Asian Gourmet,Glasgow,GB,5
,,,
Asian Gourmet,Glasgow,GB,6
,,,
Assenheims 56,London,GB,0
,,,
Assenheims 56,London,GB,1
,,,
Assenheims 56,London,GB,2
,,,
Assenheims 56,London,GB,3
,,,
Assenheims 56,London,GB,4
,,,
Attendant,London,GB,0
,,,
Attendant,London,GB,1
,,,
Attendant,London,GB,2
,,,
Attendant,London,GB,3
,,,
Attendant,London,GB,4
,,,
Attendant,London,GB,5
,,,
Attendant,London,GB,6
,,,
Avant Garde,Glasgow,GB,0
,,,
Avant Garde,Glasgow,GB,1
,,,
Avant Garde,Glasgow,GB,2
,,,
Avant Garde,Glasgow,GB,3
,,,
Avant Garde,Glasgow,GB,4
,,,
Avant Garde,Glasgow,GB,5
,,,
Avant Garde,Glasgow,GB,6
,,,
Avenue Coffee,Glasgow,GB,0
,,,
Avenue Coffee,Glasgow,GB,1
,,,
Avenue Coffee,Glasgow,GB,2
,,,
Avenue Coffee,Glasgow,GB,3
,,,
Avenue Coffee,Glasgow,GB,4
,,,
Avenue Coffee,Glasgow,GB,5
,,,
Avenue Coffee,Glasgow,GB,6
,,,
B Bar,London,GB,0
,,,
B Bar,London,GB,1
,,,
B Bar,London,GB,2
,,,
B Bar,London,GB,3
,,,
B Bar,London,GB,4
,,,
B Bar,London,GB,5
,,,
B Bar,London,GB,6
,,,
Babu Bombay Street Kitchen,Glasgow,GB,0
,,,
Babu Bombay Street Kitchen,Glasgow,GB,1
,,,
Babu Bombay Street Kitchen,Glasgow,GB,2
,,,
Babu Bombay Street Kitchen,Glasgow,GB,3
,,,
Babu Bombay Street Kitchen,Glasgow,GB,4
,,,
Babu Bombay Street Kitchen,Glasgow,GB,5
,,,
Babylon Grill Cafe,Liverpool,GB,0
,,,
Babylon Grill Cafe,Liverpool,GB,1
,,,
Babylon Grill Cafe,Liverpool,GB,2
,,,
Babylon Grill Cafe,Liverpool,GB,3
,,,
Babylon Grill Cafe,Liverpool,GB,4
,,,
Babylon Grill Cafe,Liverpool,GB,5
,,,
Babylon Grill Cafe,Liverpool,GB,6
,,,
Bacchus Cafe Bar,Glasgow,GB,0
,,,
Bacchus Cafe Bar,Glasgow,GB,1
,,,
Bacchus Cafe Bar,Glasgow,GB,2
,,,
Bacchus Cafe Bar,Glasgow,GB,3
,,,
Bacchus Cafe Bar,Glasgow,GB,4
,,,
Bacchus Cafe Bar,Glasgow,GB,5
,,,
Bacchus Cafe Bar,Glasgow,GB,6
,,,
Bailey's Fish and Chips,London,GB,0
,,,
Bailey's Fish and Chips,London,GB,1
,,,
Bailey's Fish and Chips,London,GB,2
,,,
Bailey's Fish and Chips,London,GB,3
,,,
Bailey's Fish and Chips,London,GB,4
,,,
Bailey's Fish and Chips,London,GB,5
,,,
Bailey's Fish and Chips,London,GB,6
,,,
Baiwei,London,GB,0
,,,
Baiwei,London,GB,1
,,,
Baiwei,London,GB,2
,,,
Baiwei,London,GB,3
,,,
Baiwei,London,GB,4
,,,
Baiwei,London,GB,5
,,,
Baiwei,London,GB,6
,,,
Balans Soho Society,London,GB,0
,,,
Balans Soho Society,London,GB,1
,,,
Balans Soho Society,London,GB,2
,,,
Balans Soho Society,London,GB,3
,,,
Balans Soho Society,London,GB,4
,,,
Balans Soho Society,London,GB,5
,,,
Balans Soho Society,London,GB,6
,,,
Balthazar,London,GB,0
,,,
Balthazar,London,GB,1
,,,
Balthazar,London,GB,2
,,,
Balthazar,London,GB,3
,,,
Balthazar,London,GB,4
,,,
Balthazar,London,GB,5
,,,
Balthazar,London,GB,6
,,,
Banana Leaf,Glasgow,GB,0
,,,
Banana Leaf,Glasgow,GB,1
,,,
Banana Leaf,Glasgow,GB,2
,,,
Banana Leaf,Glasgow,GB,3
,,,
Banana Leaf,Glasgow,GB,4
,,,
Banana Leaf,Glasgow,GB,5
,,,
Banana Leaf,Glasgow,GB,6
,,,
Banana Tree,London,GB,0
,,,
Banana Tree,London,GB,1
,,,
Banana Tree,London,GB,2
,,,
Banana Tree,London,GB,3
,,,
Banana Tree,London,GB,4
,,,
Banana Tree,London,GB,5
,,,
BAO - Soho,London,GB,0
,,,
BAO - Soho,London,GB,0
,,,
BAO - Soho,London,GB,1
,,,
BAO - Soho,London,GB,1
,,,
BAO - Soho,London,GB,2
,,,
BAO - Soho,London,GB,2
,,,
BAO - Soho,London,GB,3
,,,
BAO - Soho,London,GB,3
,,,
BAO - Soho,London,GB,4
,,,
BAO - Soho,London,GB,4
,,,
BAO - Soho,London,GB,5
,,,
BAO - Soho,London,GB,5
,,,
Bar Italia,Liverpool,GB,0
,,,
Bar Italia,Liverpool,GB,1
,,,
Bar Italia,Liverpool,GB,1
,,,
Bar Italia,Liverpool,GB,2
,,,
Bar Italia,Liverpool,GB,2
,,,
Bar Italia,Liverpool,GB,3
,,,
Bar Italia,Liverpool,GB,3
,,,
Bar Italia,Liverpool,GB,4
,,,
Bar Italia,Liverpool,GB,4
,,,
Bar Italia,Liverpool,GB,5
,,,
Bar Italia,Liverpool,GB,5
,,,
Bar Soba,Glasgow,GB,0
,,,
Bar Soba,Glasgow,GB,1
,,,
Bar Soba,Glasgow,GB,2
,,,
Bar Soba,Glasgow,GB,3
,,,
Bar Soba,Glasgow,GB,4
,,,
Bar Soba,Glasgow,GB,5
,,,
Bar Soba,Glasgow,GB,6
,,,
Barburrito,Liverpool,GB,0
,,,
Barburrito,Liverpool,GB,1
,,,
Barburrito,Liverpool,GB,2
,,,
Barburrito,Liverpool,GB,3
,,,
Barburrito,Liverpool,GB,4
,,,
Barburrito,Liverpool,GB,5
,,,
Barburrito,Liverpool,GB,6
,,,
Barca Tapas & Cava Bar,Glasgow,GB,0
,,,
Barca Tapas & Cava Bar,Glasgow,GB,1
,,,
Barca Tapas & Cava Bar,Glasgow,GB,2
,,,
Barca Tapas & Cava Bar,Glasgow,GB,3
,,,
Barca Tapas & Cava Bar,Glasgow,GB,4
,,,
Barca Tapas & Cava Bar,Glasgow,GB,5
,,,
Barca Tapas & Cava Bar,Glasgow,GB,6
,,,
Barge House,London,GB,1
,,,
Barge House,London,GB,2
,,,
Barge House,London,GB,3
,,,
Barge House,London,GB,4
,,,
Barge House,London,GB,5
,,,
Barge House,London,GB,6
,,,
Barrafina,London,GB,0
,,,
Barrafina,London,GB,0
,,,
Barrafina,London,GB,1
,,,
Barrafina,London,GB,1
,,,
Barrafina,London,GB,2
,,,
Barrafina,London,GB,2
,,,
Barrafina,London,GB,3
,,,
Barrafina,London,GB,3
,,,
Barrafina,London,GB,4
,,,
Barrafina,London,GB,4
,,,
Barrafina,London,GB,5
,,,
Barrafina,London,GB,5
,,,
Barrafina,London,GB,6
,,,
Barrafina,London,GB,6
,,,
Barrafina,London,GB,0
,,,
Barrafina,London,GB,0
,,,
Barrafina,London,GB,1
,,,
Barrafina,London,GB,1
,,,
Barrafina,London,GB,2
,,,
Barrafina,London,GB,2
,,,
Barrafina,London,GB,3
,,,
Barrafina,London,GB,3
,,,
Barrafina,London,GB,4
,,,
Barrafina,London,GB,4
,,,
Barrafina,London,GB,5
,,,
Barrafina,London,GB,5
,,,
Barrafina,London,GB,6
,,,
Barrafina,London,GB,6
,,,
Battlefield Rest,Glasgow,GB,0
,,,
Battlefield Rest,Glasgow,GB,1
,,,
Battlefield Rest,Glasgow,GB,2
,,,
Battlefield Rest,Glasgow,GB,3
,,,
Battlefield Rest,Glasgow,GB,4
,,,
Battlefield Rest,Glasgow,GB,5
,,,
Beagle,London,GB,0
,,,
Beagle,London,GB,1
,,,
Beagle,London,GB,2
,,,
Beagle,London,GB,3
,,,
Beagle,London,GB,4
,,,
Beagle,London,GB,5
,,,
Beagle,London,GB,6
,,,
Beirut Express,London,GB,0
,,,
Beirut Express,London,GB,1
,,,
Beirut Express,London,GB,2
,,,
Beirut Express,London,GB,3
,,,
Beirut Express,London,GB,4
,,,
Beirut Express,London,GB,5
,,,
Beirut Express,London,GB,6
,,,
Belgo Centraal,London,GB,0
,,,
Belgo Centraal,London,GB,1
,,,
Belgo Centraal,London,GB,2
,,,
Belgo Centraal,London,GB,3
,,,
Belgo Centraal,London,GB,4
,,,
Belgo Centraal,London,GB,5
,,,
Belgo Centraal,London,GB,6
,,,
Bell & Felix,Glasgow,GB,0
,,,
Bell & Felix,Glasgow,GB,1
,,,
Bell & Felix,Glasgow,GB,2
,,,
Bell & Felix,Glasgow,GB,3
,,,
Bell & Felix,Glasgow,GB,4
,,,
Bell & Felix,Glasgow,GB,5
,,,
Bell & Felix,Glasgow,GB,6
,,,
Bella Italia,Liverpool,GB,0
,,,
Bella Italia,Liverpool,GB,1
,,,
Bella Italia,Liverpool,GB,2
,,,
Bella Italia,Liverpool,GB,3
,,,
Bella Italia,Liverpool,GB,4
,,,
Bella Italia,Liverpool,GB,5
,,,
Bella Italia,Liverpool,GB,6
,,,
Bengal Restaurant,London,GB,0
,,,
Bengal Restaurant,London,GB,0
,,,
Bengal Restaurant,London,GB,1
,,,
Bengal Restaurant,London,GB,1
,,,
Bengal Restaurant,London,GB,2
,,,
Bengal Restaurant,London,GB,2
,,,
Bengal Restaurant,London,GB,3
,,,
Bengal Restaurant,London,GB,3
,,,
Bengal Restaurant,London,GB,4
,,,
Bengal Restaurant,London,GB,4
,,,
Bengal Restaurant,London,GB,5
,,,
Bengal Restaurant,London,GB,5
,,,
Bengal Restaurant,London,GB,6
,,,
Benito's Hat,London,GB,0
,,,
Benito's Hat,London,GB,1
,,,
Benito's Hat,London,GB,2
,,,
Benito's Hat,London,GB,3
,,,
Benito's Hat,London,GB,4
,,,
Benito's Hat,London,GB,5
,,,
Benito's Hat,London,GB,6
,,,
Berners Tavern,London,GB,0
,,,
Berners Tavern,London,GB,1
,,,
Berners Tavern,London,GB,2
,,,
Berners Tavern,London,GB,3
,,,
Berners Tavern,London,GB,4
,,,
Berners Tavern,London,GB,5
,,,
Berners Tavern,London,GB,6
,,,
Best Mangal,London,GB,0
,,,
Best Mangal,London,GB,1
,,,
Best Mangal,London,GB,2
,,,
Best Mangal,London,GB,3
,,,
Best Mangal,London,GB,4
,,,
Best Mangal,London,GB,5
,,,
Best Mangal,London,GB,6
,,,
Bibimbap Soho,London,GB,0
,,,
Bibimbap Soho,London,GB,0
,,,
Bibimbap Soho,London,GB,1
,,,
Bibimbap Soho,London,GB,1
,,,
Bibimbap Soho,London,GB,2
,,,
Bibimbap Soho,London,GB,2
,,,
Bibimbap Soho,London,GB,3
,,,
Bibimbap Soho,London,GB,3
,,,
Bibimbap Soho,London,GB,4
,,,
Bibimbap Soho,London,GB,4
,,,
Bibimbap Soho,London,GB,5
,,,
Bibimbap Soho,London,GB,6
,,,
Bibi's,Glasgow,GB,1
,,,
Bibi's,Glasgow,GB,2
,,,
Bibi's,Glasgow,GB,3
,,,
Bibi's,Glasgow,GB,4
,,,
Bibi's,Glasgow,GB,5
,,,
Big Apple Hot Dogs,London,GB,0
,,,
Big Apple Hot Dogs,London,GB,1
,,,
Big Apple Hot Dogs,London,GB,2
,,,
Big Apple Hot Dogs,London,GB,3
,,,
Big Apple Hot Dogs,London,GB,4
,,,
Big Apple Hot Dogs,London,GB,5
,,,
Big Apple Hot Dogs,London,GB,6
,,,
Bill's,Glasgow,GB,0
,,,
Bill's,Glasgow,GB,1
,,,
Bill's,Glasgow,GB,2
,,,
Bill's,Glasgow,GB,3
,,,
Bill's,Glasgow,GB,4
,,,
Bill's,Glasgow,GB,5
,,,
Bill's,Glasgow,GB,6
,,,
Bill's,London,GB,0
,,,
Bill's,London,GB,1
,,,
Bill's,London,GB,2
,,,
Bill's,London,GB,3
,,,
Bill's,London,GB,4
,,,
Bill's,London,GB,5
,,,
Bill's,London,GB,6
,,,
Bill's,London,GB,0
,,,
Bill's,London,GB,1
,,,
Bill's,London,GB,2
,,,
Bill's,London,GB,3
,,,
Bill's,London,GB,4
,,,
Bill's,London,GB,5
,,,
Bill's,London,GB,6
,,,
Bistro Franc,Liverpool,GB,0
,,,
Bistro Franc,Liverpool,GB,1
,,,
Bistro Franc,Liverpool,GB,2
,,,
Bistro Franc,Liverpool,GB,3
,,,
Bistro Franc,Liverpool,GB,4
,,,
Bistro Franc,Liverpool,GB,5
,,,
Bistro Franc,Liverpool,GB,6
,,,
Bistro Jacques,Liverpool,GB,0
,,,
Bistro Jacques,Liverpool,GB,1
,,,
Bistro Jacques,Liverpool,GB,2
,,,
Bistro Jacques,Liverpool,GB,3
,,,
Bistro Jacques,Liverpool,GB,4
,,,
Bistro Jacques,Liverpool,GB,5
,,,
Bistro Jacques,Liverpool,GB,6
,,,
Bistro Pierre,Liverpool,GB,0
,,,
Bistro Pierre,Liverpool,GB,1
,,,
Bistro Pierre,Liverpool,GB,2
,,,
Bistro Pierre,Liverpool,GB,3
,,,
Bistro Pierre,Liverpool,GB,4
,,,
Bistro Pierre,Liverpool,GB,5
,,,
Bistro Pierre,Liverpool,GB,6
,,,
Bizzarro,London,GB,0
,,,
Bizzarro,London,GB,0
,,,
Bizzarro,London,GB,1
,,,
Bizzarro,London,GB,2
,,,
Bizzarro,London,GB,3
,,,
Bizzarro,London,GB,4
,,,
Bizzarro,London,GB,5
,,,
Bizzarro,London,GB,6
,,,
Black Dove,Glasgow,GB,0
,,,
Black Dove,Glasgow,GB,1
,,,
Black Dove,Glasgow,GB,2
,,,
Black Dove,Glasgow,GB,3
,,,
Black Dove,Glasgow,GB,4
,,,
Black Dove,Glasgow,GB,5
,,,
Black Dove,Glasgow,GB,6
,,,
